courseID,courseName,description,syllabus,school
GENED 1188,Rise of the Machines? Understanding and Using Generative AI,"If we’re living through the emergence of a highly disruptive technology, namely Chat-GPT and similar generative AI tools, what should we do about it?Generative artificial intelligence (GAI) systems such as Chat-GPT have caught the entire world off-guard. They are evolving at a pace that is overwhelming the ability of individuals, organizations, and societies to understand, adjust to, and regulate them. Current-generation GAI tools can write narrative and music, can generate original art, and can write computer programs, all from natural language requests. This class will help you understand the basics of how these generative AI systems work under the hood, and will teach you how to (guardedly) bring them to bear on problems that interest you. We will explore a range of AI applications across the domain of liberal arts and science, and will illustrate ways in which we can harness GAI to enhance learning. We will pay particular attention to the limitations and pitfalls of these tools, both technical and ethical. We will also explore the likely impact this disruptive technology will have on the economy and the challenges it poses to sustaining a participatory democracy.",https://syllabus.harvard.edu/?course_id=222785,Harvard College
FYSEMR 52N,"Misinformation, Disinformation, and BS in Science Communication","It’s a jungle out there. The world is awash in hucksters, tricksters, frauds, scammers, grifters, and thieves. And there’s no shortage of easy marks, suckers, dupes, and fools. Classic cons like the pigeon drop and three-card monte aimed to heist a bundle from a few. The internet and cable TV have changed the game. Now the goal is to nick a bit from a crowd. You’re one of the suckers, so are your friends, so am I, so is everybody. We don’t notice we’re being scammed because what is being stolen is not our money. What’s being stolen is our attention and our time. We’re all suckers for clickbait. What’s wrong with clickbait is that it leads you down a rabbit hole of misinformation, disinformation, and conspiracy theories that have created and sustained widespread skepticism and mistrust of science and scientists resulting in covid-19 conspiracy theories, vaccine hesitancy, bogus drug treatments, climate change denial, anti-evolution, and so forth. Even the most educated and savvy consumer of information is easily misled in today’s complex information ecosystem. This seminar is clickbait vaccine to boost your critical thinking. It is designed to help you identify and refute misinformation, disinformation, and BS rampant on the internet. It will help you recognize sensationalism when science is communicated in the press. It will familiarize you with the main logical fallacies that students and scientists themselves are prone to. As a framework for discussion, we use Bergstrom and West's book ""Calling Bullshit” along with supplemental readings.",https://syllabus.harvard.edu/?course_id=219762,Harvard College
GENED 1063,World Health: Challenges and Opportunities,"How do we analyze the health of global populations in a time of unprecedented crisis, and create new policies that address the social, political, economic, and environmental dimensions of health in an increasingly interdependent world?Extraordinary changes in the world present both risks and opportunities to health—global interconnections, shifting demographics, and changing patterns of disease. This course will challenge your assumptions about the world’s populations as you discover surprising similarities and unexpected differences between and within countries. By first positioning the concept of health as a prerequisite for strong societies, we explore its connection to human rights, sustainable development, and climate change. Drawing on examples from infectious diseases, maternal and child health, chronic diseases, and injuries, we pay equal attention to the influence of the social, political, and environmental “conditions for health.” We consider solutions from within and outside the health sector and interventions at the local, national, and global levels. Throughout the course, you’ll be asked to link classroom concepts to contemporary events, applying your analytical skills to design “problem-inspired” products that respond to and motivate action on global health challenges you care about.",https://syllabus.harvard.edu/?course_id=126193,Harvard College
SPANSH 61N 001,The Ethics of Business in Latin America,"An advanced language and culture class that examines literature and films portraying the political, sociological, financial and environmental impact of multinational companies doing business in Latin America. Students' linguistic competency is developed through discussion of the ethics of business, grammar reviews, and weekly writing assignments. Students will also choose a specific project for a business in Latin America and research its possible outcome and social, political, and environmental consequences.",https://syllabus.harvard.edu/?course_id=127573,Harvard College
FYSEMR 60R,The Beginnings Of Business,"Business as a way of life has existed for thousands of years. In The Beginnings of Business we explore where many of the practices that we tend to take for granted today come from. What are the origins of money? What causes trade to occur and thrive? How has trust been built, and what are the ways in which people have sought to cheat (and avoid being cheated)? We’ll investigate these questions through the lens of multiple disciplines—archaeological and textual evidence from the ancient world, economics, history, and anthropology. By understanding what was needed to create businesses in the past, we’ll be able to understand modern limitations that exist in the world today.",https://syllabus.harvard.edu/?course_id=203501,Harvard College
GENED 1166,Pluralism: Case Studies in American Diversity,"How does our society deal with religious, ethical, and cultural diversity, and what challenges do we face as people of different faith communities encounter one another in cities and public institutions, schools and businesses, neighborhoods and families?Who do we mean when we say “we?” How does a society deal with religious, ethical, and cultural diversity? What challenges do we face as people of different communities encounter one another in cities and public institutions, schools and businesses, neighborhoods and families? These are urgent questions in many nations today, but in this course we focus on the United States. We explore, discuss, and analyze the changing multi-cultural and multi-religious landscape of America with an eye to the growing Muslim, Buddhist, Hindu, and Sikh communities in the most recent period of post-1965 immigration. In what contexts do these and other minority communities encounter America’s secularism, its commitment to religious freedom, and its long-dominant Christian and Jewish communities? Our approach will be through the study and in-class discussion of case-studies enabling you to enter into some of the controversies and dilemmas that confront schools, universities, town councils, zoning boards, and places of work. You will be challenged to take the perspective of mayors and concerned citizens, teachers and executives, religious and civic leaders –all confronting the choices and changes of a dynamic society. You will inevitably consider your own perspective on the issues we engage. You will gain a deeper understanding of the religious complexity of America and a new sense of the challenges confronting “we the people.”",https://syllabus.harvard.edu/?course_id=118775,Harvard College
ECON 980MM,Field Experiments,"Field experiments (experiments that take place in real-world settings) are increasingly being used to analyze public policies, make business decisions, and test theories. The most recent economics Nobel Prize recognized experiments’ role in alleviating global poverty. This class will dive into how to design a field experiment and learn about some of the most exciting recent experimental research. It will also use experiments to learn about the research process. We will discuss how to frame a question so that the research informs policy, when to trust research discussed in the popular press, and how to interpret and apply results to improve decision-making.",https://syllabus.harvard.edu/?course_id=212568,Harvard College
ENG-SCI 94 002,Entrepreneurship and Innovation: Practical and Academic Insights,"Entrepreneurship is increasingly transforming our society and economy. This course aims to provide for undergraduates an introduction to entrepreneurship and its implications for innovation. The class will primarily consist of case study discussions, but will include some traditional lecture sessions that build on academic papers to provide more frameworks. As such, it draws primarily on materials from the introductory MBA course at Harvard Business School, “The Entrepreneurial Manager” (TEM). Students will be expected to come to class prepared to discuss the cases.",https://syllabus.harvard.edu/?course_id=217639,Harvard College
FYSEMR 40D,The Transformation of Marketing,"Marketing, as you will find in this seminar, refers to the set of activities needed to form and sustain a healthy business by fostering meaningful exchanges between the organization and its chosen customers. Marketing helps create value for consumers and extract a share of that value for the organization. We will spend time understanding the fundamentals of marketing management and examine how recent economic, technological, cultural, and societal developments have affected the marketing field. We will first cover the central themes of customer behavior, strategic marketing analysis, innovation forecasting, and brand management. Then we will explore how marketing has dramatically evolved in recent years due to: the digital and social-media revolution; the increasing shift from human-based to technology-based interactions with customers; firms’ desire to globalize; societal trends affecting consumer preferences; and the call for companies to exhibit greater social responsibility. In examining these themes, we will also draw upon research from the domains of psychology, sociology and economics. Each session will have assigned pre-readings that may include case studies, book chapters, and articles. The discussion and material covered in class will rely upon these readings. During the term each student will identify a marketing phenomenon they find intriguing and that reflects concepts covered in class. Students will prepare a one-page summary of this business phenomenon and communicate it in a short presentation. The final paper for the seminar requires students to analyze a case study and turn in a short write up.",https://syllabus.harvard.edu/?course_id=160713,Harvard College
ENG-SCI 94 001,Entrepreneurship and Innovation: Practical and Academic Insights,"Entrepreneurship is increasingly transforming our society and economy. This course aims to provide for undergraduates an introduction to entrepreneurship and its implications for innovation. The class will primarily consist of case study discussions, but will include some traditional lecture sessions that build on academic papers to provide more frameworks. As such, it draws primarily on materials from the introductory MBA course at Harvard Business School, “The Entrepreneurial Manager” (TEM). Students will be expected to come to class prepared to discuss the cases.",https://syllabus.harvard.edu/?course_id=217639,Harvard College
HIST 16B,The Offshore: A Global History,"This course explores the history of the offshore world from the advent of the law of the sea and imperial colonization to the Panama Papers and use of CIA black sites. Students will explore the relationship between empire and globalization, the development of international law and business, the meaning of borders, and the rise of neoliberalism.  The offshore world is a place of exception, where the normal rules of the mainland cease to apply. But what has transpired there has shaped the history of the modern world. This course explores that story, offering a hidden view of global capitalism from its shadowy margins.",https://syllabus.harvard.edu/?course_id=222701,Harvard College
GENED 1015,Ethics of Climate Change,"What are individuals, scientists, businesses, and governments morally required to do to prevent catastrophic climate change?How should governments respond to the problem of climate change? What should happen to the level of greenhouse gas emissions and how quickly? How much can the present generation be expected to sacrifice to improve conditions for future generations? How should the costs of mitigation and adaptation be apportioned between countries? Should significant funds be allocated to the study of geo-engineering? We will consider these and other questions in an effort to understand our responsibilities in respect of climate change, with a special focus on the structure of the analytical frameworks that have been dominant among policymakers.",https://syllabus.harvard.edu/?course_id=205079,Harvard College
ENGLISH CLPG,Art of Sportswriting,"In newsrooms, the sports section is sometimes referred to as the “toy department” -- frivolous and unserious, unlike the stuff of politics, business, and war. In this course, we will take the toys seriously. After all, for millions of people, sports and other so-called trivial pursuits (video games, chess, children’s games, and so on) are a source of endless fascination. For us, they will be a source of stories about human achievements and frustrations. These stories can involve economic, social, and political issues. They can draw upon history, statistics, psychology, and philosophy. They can be reported or ruminative, formally experimental or straightforward, richly descriptive or tense and spare. They can be fun. Over the course of the semester, students will read and discuss exemplary profiles, essays, articles, and blog posts, while also writing and discussing their own. While much (but not all) of the reading will come from the world of sports, no interest in or knowledge about sports is required; our focus will be on writing for a broad audience. ",https://syllabus.harvard.edu/?course_id=221781,Harvard College
SOC-STD 98VG,"Capitalism, Subjectivity, and the ""Entrepreneurial Self""","This class takes a psychosocial approach to understanding the relationship between capitalism and contemporary subjectivity. In particular it looks at how core entrepreneurial practices and values (e.g., managed risk, competition, flexibility) are taken up outside of business schools as individuals in all walks of life are increasingly compelled to treat themselves as an enterprise or brand. Among the questions we will ask: How and when did the compulsion towards self-branding come to be and what are its psychological and sociological effects? How do these practices shape people’s experiences of themselves, others, and future possibilities? Does the contemporary ""entrepreneurial” self express itself differently in other cultures? To address these questions, we begin with anthropological and historical examples of a variety of ways personhood has been constituted. We then trace the genealogy of the “self"" against the backdrop of capitalism’s transformation, exploring the contradictory forms of liberation and domination that accompany entrepreneurial self-making. Specific case studies will include therapy, self-help, social entrepreneurialism, education, technology, and volunteerism. This theory intensive class draws from a range of disciplines while introducing students to the key methods of sociocultural anthropology. This is a junior tutorial.  ",https://syllabus.harvard.edu/?course_id=220409,Harvard College
GOV 94EK,Globalization and Private Governance,"This research seminar examines the impacts of globalization on attempts to address key social, political, and environmental problems, including climate change, focusing in particular on the roles played by multinational corporations. Topics include: international institutions and agreements and how these affect regulatory standards set by governments; the potential (and limits) of corporate responsibility and sustainability initiatives; the effectiveness of activist campaigns, including consumer boycotts; the impacts of voluntary certification and labelling schemes, such as Fair Trade, and; the prospects for social enterprise and purposeful business.",https://syllabus.harvard.edu/?course_id=125573,Harvard College
FYSEMR 40K,America's $4 Trillion Challenge: Boosting Health Care Productivity and Broadening Access,"“Why does health care cost so much, and why aren’t Americans healthier?” Policymakers, employers, and the public share deep frustration at high health expenditures, which are blamed for rising federal deficits, the declining competitiveness of US businesses, and the risk of financial ruin for anyone unfortunate enough to suffer a costly illness or injury. Unless health expenditures can be controlled, universal access to care will remain an unattainable goal. Since it began in 2020, the COVID-19 pandemic has raised additional questions about the cost and effectiveness of both medical care and the public health system in the U.S.In this seminar, we will explore the causes and consequences of the high costs of health care and a range of approaches to increasing the productivity of public health and medical care. We will examine these issues in part through the lens of health reform, emphasizing the Affordable Care Act (“Obamacare”) as well reactions to the Act, such as proposals for its modification or repeal. Students will be exposed to techniques for measuring the effectiveness and value of health care and will become familiar with economic and clinical studies. Course requirements include a mid-term outline and final paper on either micro or macro solutions for improving health care productivity in the US.",https://syllabus.harvard.edu/?course_id=109334,Harvard College
B3013 ,Financial Accounting,"Financial statements are meant to enable the reader to evaluate the performance of an enterprise, analyze its cash flows and assess its financial position. Recently, widely publicized cases of misleading statements, which were nevertheless attested as to their fairness by outside auditors, resulted in improper revenue recognition, overstatement of income and misrepresentation of financial position. There is now a growing awareness of the importance of honest reporting as the foundation for investors’ confidence in the integrity and proper functioning of the financial markets. This course examines the generally accepted accounting principles [GAAP] underlying the financial statements, their implementation in practice and the role of the independent auditors. Note is also made of the limitations of financial reports, their evolution in response to changing business conditions, current accounting controversies and the constraints that limit the freedom and influence the course of action of rule makers and regulators. The perspective and main focus are not those of the accountants who prepare financial reports, but rather those of the users of the information contained in them: mostly investors and the financial analysts who serve them, creditors and, to some extent, management.",,Columbia University
B3702,Venturing to Change the World,"How do founders and their new ventures change the world? Changes in technology and society are increasing the power of small teams to impact everything. Startups, large corporations, social groups and governments are increasingly focused on the power of innovation to solve the world’s hardest problems. The ideas and patterns driving this recent form of change-making build on frameworks defining the development of modern civilizations since the Renaissance. Venturing to Change the World introduces the intellectual foundations and practical aspects of founding a new venture. We explore the entrepreneurial mindset, team formation, idea selection, how ideas become products with markets, and the key steps in building a venture. Our scope is commercial as well as social ventures, and the course is appropriate not only for prospective founders but anyone who will operate in a society increasingly animated by entrepreneurial activity.",,Columbia University
B3703,Leadership in Organizations,"Initially, the emphasis is on understanding the challenges confronting leaders and developing skills to effectively deal with these obstacles. Beyond intelligence and technical know-how, what separates effective leaders from other team members is a set of social skills (e.g. impression management, self-awareness). This course identifies these critical leadership skills and provides ideas and tools for improving them. Then, the course considers how social intelligence skills fit the needs of managers at different stages of their careers. In early stages, managers need to achieve a good person-job fit, find mentors, and build an effective social network. At the mid-career stage, managers need to lead an effective unit with increasing complexity and responsibilities. Finally, the course examines challenges managers face at later career stages as they become partners, CFOs, CEOs, etc.",,Columbia University
B5001,Financial Accounting,"Knowledge of accounting is a core requirement to any career in business – whatever you choose to specialize in - finance, marketing, strategy or human resources. The accounting system provides much of the data needed to make business decisions. The aim of this course is to ensure that this essential building block is firmly in place at the outset of your business education. This course is designed to provide you with a comprehensive, graduate level introduction to accounting. It will provide you with the foundations of accounting - the concepts and mechanics; and to help develop a perspective for the intelligent use of accounting information. You will learn about the system used by firms for providing reports to external constituents such as stock holders, debt holders and potential investors. At the beginning of the course, I will assume that you have never seen accounting before! But, by the end of the course you should be able to read and interpret financial accounting reports and evaluate any firm’s economic performance and financial position. The course is organized into two interrelated modules. First, we will learn the accounting process - how information is recorded, organized and collated to produce the reports. This includes an examination of the main financial statements, the nature of accrual measurement, revenue recognition, assets, liabilities and equity. The first half of the course is the foundation. In the second half, we will dissect the balance sheet by systematically going through financial reports and learn to analyze the relevant information provided in the balance sheet and related footnotes.",,Columbia University
B5101 ,Business Analytics,"This half-term (six-week) 1.5-credit course offers a brief introduction to computer-based models and their use in structuring information and supporting managerial decisions. It conveys an appreciation for the extraordinary scale and complexity of the information needed to manage effectively and demonstrates how decision models can serve to organize this information and provide tools for analyzing and improving the decision process. Specific topics include linear programming, multiperiod planning models under uncertainty, nonlinear programs and Monte Carlo simulation.",,Columbia University
B5102 ,Operations Management,"This course provides a fundamental understanding of manufacturing and service operations and their role in the organization. Surveys a wide range of operations topics, including process flow analysis, supply chain management, capacity planning, facilities location, total quality management, human resource management, technology management, and manufacturing and service strategy. Special emphasis is placed on the international dimensions of operations. The course is integrative in nature, emphasizing the fit and relationship of operations with other functions of the firm.",,Columbia University
B5200 ,Managerial Economics,"This course focuses on the problem of business decisions, making extensive use of cases. Topics include basic supply-demand theory and marginal analysis, the structure of decision problems, the impact of the market setting (i.e., competitive, oligopolistic or monopolistic structures) and strategic interactions among firms using game theory. The emphasis throughout is on the use of economic reasoning to solve actual business decision problems.",,Columbia University
B5300,Corporate Finance,"The main objective of the course is to develop insight into the process by which firms can create value for their shareholders by formulating strategies in which finance is a crucial competitive weapon. Topics include discounted cash flow models, risk and return, capital asset pricing model, capital market efficiency, capital structure and the cost of capital, dividend policy, and leasing.",,Columbia University
B5500 ,Leadership & Organizational Change,"The goal of this course is to enhance your skills for leading yourself, other people, and organizations. The course is designed as the first step on your academic and professional journey here at Columbia Business School. Our goal is to help you build your leadership toolkit and facilitate your ability to take charge of your own careers. The twin themes of the course are: (1) developing, managing, and leading yourself and others around you and (2) cultivating a thriving career for oneself.",,Columbia University
B5502 ,Strategy Formulation,"This course provides an introduction to strategic management. Strategy Formulation"" has two broad goals. The first is to understand why some companies are financially much more successful than others. Second, we will analyze how managers can devise a set of actions (""the strategy"") and design processes that allow their company to obtain a financial advantage. To gain a better understanding of strategic issues and begin to master the analytic tools that strategists use, we will study the strategic decisions of companies in many different industries and countries, ranging from U.S. technology firms to a Spanish fashion retailer and a Danish shipping company. The primary objective of Strategy Formulation is for you to analyze the sources of companies competitive advantage. This skill is not only critical for positions in general management but also for those who aspire to careers in banking, consulting, non-profit, social enterprise, and start-up environments. The course will provide the analytic tools to analyze competitors, predict competitor behavior, and understand how firms can develop and sustain advantages over time. """,,Columbia University
B5601 ,Marketing Strategy,"Marketing activity is the core of operating a business. It provides the managerial focus for interfacing with customers and the source of intelligence about customers, competitors, and the general environment.",,Columbia University
B6001 ,Financial Accounting,"Financial statements are meant to enable the reader to evaluate the performance of an enterprise, analyze its cash flows and assess its financial position. Recently, widely publicized cases of misleading statements, which were nevertheless attested as to their fairness by outside auditors, resulted in improper revenue recognition, overstatement of income and misrepresentation of financial position. There is now a growing awareness of the importance of honest reporting as the foundation for investors confidence in the integrity and proper functioning of the financial markets.",,Columbia University
B6100 ,Managerial Statistics,"Introduces students to basic concepts in probability and statistics of relevance to managerial decision making. Topics include basic data analysis, random variables and probability distributions, sampling distributions, interval estimation, hypothesis testing and regression. Numerous examples are chosen from quality-control applications, finance, marketing and management.",,Columbia University
B6101 ,Business Analytics,"This course is about modeling and how computer models can support managerial decision making. A model is a simplified representation of a real situation and modeling is the process of developing, analyzing and interpreting a model in order to help make better decisions. Models can be invaluable tools in managing and understanding the complexity and risk inherent in many business problems. As a result, models have become an increasingly important part of business at all levels from daily operations to strategic decision making.",,Columbia University
B6103 ,Statistics & Business Analytics,"This Core Course is for students in the MBAxMS program and not open to MBA/EMBA students. It introduces students to basic concepts in probability and statistics relevant to managerial decision-making. Topics include basic data analysis, random variables and probability distributions, sampling distributions, interval estimation, hypothesis testing and regression. Numerous examples are chosen from quality-control applications, finance, marketing and management. Students will also learn to model and how computer models can support managerial decision-making. A model is a simplified representation of a real situation, and modeling is the process of developing, analyzing and interpreting a model in order to help make better decisions. Models can be invaluable tools in managing and understanding the complexity and risk inherent in many business problems. As a result, models have become an increasingly important part of business at all levels from daily operations to strategic decision making.",,Columbia University
B6200 ,Managerial Economics,"This course's objective is to give you insight into how markets function. The decisions made by individual managers and consumers generate the fundamentals of market supply and demand, governing the prices and quantities sold in all economic transactions. As a manager seeking to maximize firm value, understanding your market(s) is crucial to achieving your goals.The first part of the course examines how managers make day-to-day decisions about running their businesses when their product is sold in a market that works efficiently. It will also address what types of industries are most likely to be efficient, either by default (commodities such as wheat and copper) or by design (electricity markets). class=""MsoNormal""> class=""MsoNormal"">The second part of the course examines the decision making process when, for various reasons, a firm has market power. This refers to all situations where an individual firm has a direct influence on the market price of the product. We will discuss how managers can use this influence to generate firm value and set out situations in which managers can try to increase their market power. class=""MsoNormal""> class=""MsoNormal"">We will also use the tools developed along the way to understand the implications of market failure and some public policy solutions to economic inefficiency. class=""MsoNormal""> class=""MsoNormal"">Managerial economics is an important component of the MBA program. Its focus on how individuals make optimal decisions in different circumstances underpins much of both the core and elective curriculum. Our experience in prior years is that much of the material is intuitive, but much is not. The generality of the frameworks - combined with practical industry applications - will help you think about all the different kinds of markets you will encounter throughout your careers.""",,Columbia University
B6201 ,Global Economic Environment,"This course explores the fundamentals of national competitiveness, productivity and growth. It studies the forces that determine production, consumption, savings and investment. It introduces the problem of variable foreign exchange rates and their impact on policy, performance and finance. It explores the complex relationships among government policies and private-sector performance in a global setting.",,Columbia University
B6301 ,Foundations of Valuation,"Foundations of valuation is an introductory finance course required for all MBA students. It is designed to cover those areas of finance that are important to all managers, whether they specialize in finance or not. At the end of the course, you will be familiar with the most common financial instruments (stocks, bonds, options) and the methods to value them. More specifically, we will cover the following topics: 1. General framework for valuation (present value formula) 2. Bond and bond valuation (spot rates, yield to maturity, duration, convexity) 3. Stocks (stock valuation, dividend growth model) 4. Basic concepts of risk and return and the CAPM 5. Options (Black-Scholes formula) The course will be a mix of lectures and cases. Students are expected to come prepared to class since the course relies on several in-class exercises students will solve in excel.",,Columbia University
B6302 ,Corporate Finance (Half-Term),"Corporate finance is an introductory course required for all MBA students. It is designed to cover those areas of finance that are important to all managers, whether they specialize in finance or not. At the end of the course, you will be able to value a firm. To reach this goal, the course covers the following topics: 1. Introduction to frameworks for firm valuation (enterprise DCF and multiples) 2. Multiple valuations 3. Free cash flows (definition, projections) 4. Residual value 5. Weighted average cost of capital 6. Optimal capital structure The course will consist of approximately one‐half lecture and one‐half in‐class case discussions, for which students should prepare carefully. The course aims to provide students with an understanding of sound theoretical principles of finance and the practical environment in which financial decisions are made.",,Columbia University
B6500 ,"Lead: People, Teams, Organizations","This course focuses on the skills sets needed to elicit high commitment and productivity from people and groups. Awareness of one's own values, beliefs, decision-making tendencies and behaviors is seen as a crucial first step in becoming a leader. Thus, a significant portion of the course consists of activities designed to enhance students' self-awareness. The course provides students with the interpersonal skills needed to motivate key actors in the workplace and to manage group dynamics so as to create synergy among group members. Methods of instruction include individualized feedback, cases, role-plays and experiential exercises.",,Columbia University
B6502 ,Strategy Formulation,"This course provides an introduction to strategic management. Strategy Formulation"" has two broad goals. The first is to understand why some companies are financially much more successful than others. Second, we will analyze how managers can devise a set of actions (""the strategy"") and design processes that allow their company to obtain a financial advantage. To gain a better understanding of strategic issues and begin to master the analytic tools that strategists use, we will study the strategic decisions of companies in many different industries and countries, ranging from U.S. technology firms to a Spanish fashion retailer and a Danish shipping company. The primary objective of Strategy Formulation is for you to analyze the sources of companies competitive advantage. This skill is not only critical for positions in general management but also for those who aspire to careers in banking, consulting, non-profit, social enterprise, and start-up environments. The course will provide the analytic tools to analyze competitors, predict competitor behavior, and understand how firms can develop and sustain advantages over time. """,,Columbia University
B6601 ,Marketing,"Required for all students, unless waived by passing an exemption examination. The format of the examination is a series of questions based on the content of the course. The course content is described in the syllabus for the course, which can be found on the link above. Students should not attempt the exemption examination unless they are thoroughly versed in the course content.",,Columbia University
B7008 ,Earnings Quality & Fundamental Analysis,"Financial reporting provides a window into the operational and financial workings of a company. However, translating this information into actionable insights is anything but straightforward. It requires an understanding of: Generally Accepted Accounting Principles (GAAP), the quality of financial information, and adjustments and analyses used to assess profitability, risk, growth, and value. The course starts with a short review of financial reporting and then focuses on various modules of fundamental analysis, including earnings quality, performance evaluation, risk assessment, forecasting, and valuation. The remaining class meetings are devoted to a deeper dive into the reporting and analysis of key transactions (e.g., business combinations, leasing) and financial statement line items (e.g., revenue, income taxes). We will also cover non-GAAP/pro-forma reporting. This is a case-based class. Much of our time will be spent discussing real-world cases rather than in a lecture format. We will study many actual financial disclosures and cases of accounting abuses. Studying financial disclosures will help you better understand the underlying assumptions and accounting choices the firm made in arriving at its accounting numbers. This information can be used to make earnings quality adjustments to the accounting numbers to make them more consistent across time or more comparable across companies. Studying cases of accounting abuses will help you improve your ability to “read between the lines” and develop a set of red flags to look for in analyzing financial statements. The class also incorporates insights from practitioner and academic research.",,Columbia University
B7009 ,Financial Statement Analysis and Valuation,"The purpose of this course is to learn about fundamental drivers of value and risk by analyzing financial statements of businesses in different industries. Every public company provides a lot of financial and operational information in its filings. How can this information be used to evaluate its prospects and its risks? The course is organized around two themes (1) how to identify relevant information in the financial information reported by firms, and (2) how to draw inferences using sound analytical methodology. To this end, we will review techniques for valuation and risk analysis used by banks and asset management firms. The valuation models you will study in this course are all fundamental models – models that use financial information and review the fundamental operating characteristics of the company. We will learn to build simple financial models, perform risk analysis and fine tune value drivers. Much of the data comes from the financial statements – but it requires a careful study of arcane footnotes to unearth the information provided by the companies. This is an advanced course that goes into the details of footnote analysis, accounting rules, and financial presentations. This course builds on what you learned in Financial Accounting and Corporate Finance. These courses are pre‐requisites for taking this course. It is assumed that you have already taken these courses. If you have not taken these courses you should first talk with me before you register. This course will build significantly on your knowledge from those courses. If your basics are solid and you are interested in learning to read financial statements; if you wish to learn to apply financial analysis; this course is for you. We will use excel to build some of the models – but this is not a course in excel. But, it is highly recommended that you have a good working knowledge of how to build formulas in excel before you come to this class. By the end of the course, you should be able to perform a thorough, credible investment or credit analysis that meets a high standard. Students should have the ability to estimate fundamental values, and pull apart the information in the financial statements to get relevant information. This course should be of interest to those contemplating careers in investment banking, security analysis, private equity, hedge funds, and corporate finance.",,Columbia University
B7101 ,Business Analytics II,"This course extends and deepens the material you learned in business analytics. We will apply these methods in more unstructured and diverse situations, introduce new analytics tools and methods (including Tableau Visualization, text mining, and random forests), and study a modern framework for overfitting reduction called regularization that underlies much of modern machine learning. This course does not require coding or knowledge beyond Business Analytics, but the mathematical sophistication level will be somewhat more advanced.",,Columbia University
B7107 ,Service Operations Management,"This course examines both traditional and new approaches for achieving operational competitiveness in service businesses. Major service sectors such as health care, repair / technical support services, banking and financial services, transportation, restaurants, hotels and resorts are examined. The course addresses strategic analysis and operational decision making, with emphasis on the latter. Its content also reflects results of a joint research project with the consulting firm Booz Allen Hamilton, which was initiated in 1996 to investigate next-generation service operations strategy and practices. Topics include the service concept and operations strategy, the design of effective service delivery systems, productivity and quality management, response time (queueing) analysis, capacity planning, yield management and the impact of information technology. This seminar is intended for students interested in consulting, entrepreneurship, venture capital or general management careers that will involve significant analysis of a service firms operations.",,Columbia University
B7216 ,Economics of Strategic Behavior,"This course examines the underlying economics of successful business strategy: the strategic imperatives of competitive markets, the sources and dynamics of competitive advantage, managing competitive interactions, and the organizational implementation of business strategy.The course combines case discussion and analysis (approximately two thirds) with lectures (one third). The emphasis is on the ability to apply a small number of principles effectively and creatively, not the mastery of detailed aspects of the theory. Grading is based on class participation and online case quizzes (35%), two case write-ups (20%) and a final group paper (45%). The course offers excellent background for all consultants, managers and corporate finance generalists.",,Columbia University
B7251 ,"GEEII: Financial Markets, Monetary Policy and the Global Economy","This is a lecture course that is intended to help you understand the role that financial markets play in the business environment that you will face in the future. It also provides an understanding of the underlying institutions that either help financial markets work well or that interfere with the efficient performance of these markets. This course develops a series of applications of principles from finance and economics that explore the connection between financial markets and the economy. In addition, it will focus on many public policy issues and examine how the most important players in financial markets, central banks, operate and how monetary policy is conducted. The course will have a strong international orientation by examining monetary policy in many countries and possible reforms of the international financial system. We will also focus on current events reported in the financial press by devoting one class hour per day to an extensive class discussion of current economic events and will use the analytic frameworks developed in class help us to understand these developments.",,Columbia University
B7323 ,Asset Management,"The course provides students with a fundamental understanding of the principles and analytics of asset management as applied to both institutional and private clients. This course will be of great interest to anyone aspiring to a career in asset, portfolio, private wealth, endowment, or pension fund management. A fundamental understanding of the issues in asset management, whether institutional or private, will also be helpful in other areas of finance such as investment banking, insurance, accounting and personal finance. In addition, students will learn how to better manage their future personal wealth.",,Columbia University
